level-0,level-1,level-2,level-3
172025,162406-362406,162406-762406,any
172032,162412-362412,162412-762412,any
172034,162413-362413,162413-762413,any
172037,162415-362415,162415-762415,any
172046,162423-362423,162423-762423,any
172047,162423-362423,162423-762423,any
172050,162425-362425,162425-762425,any
172052,162426-362426,162426-762426,any
172063,162436-362436,162436-762436,any
172071,162443-362443,162443-762443,any
172076,162447-362447,162447-762447,any
172091,162461-362461,162461-762461,any
172104,162473-362473,162473-762473,any
172111,162479-362479,162479-762479,any
172129,162496-362496,162496-762496,any
172145,162511-362511,162511-762511,any
172146,162511-362511,162511-762511,any
172148,162512-362512,162512-762512,any
172152,162515-362515,162515-762515,any
172165,162527-362527,162527-762527,any
172175,162536-362536,162536-762536,any
172186,162546-362546,162546-762546,any
172214,162573-362573,162573-762573,any
172220,162578-362578,162578-762578,any
172230,162587-362587,162587-762587,any
172232,162588-362588,162588-762588,any
172246,162601-362601,162601-762601,any
172256,162610-362610,162610-762610,any
172274,162627-362627,162627-762627,any
172281,162633-362633,162633-762633,any
172291,162642-362642,162642-762642,any
172296,162646-362646,162646-762646,any
172297,162646-362646,162646-762646,any
172304,162652-362652,162652-762652,any
172307,162654-362654,162654-762654,any
172327,162673-362673,162673-762673,any
172333,162678-362678,162678-762678,any
172342,162686-362686,162686-762686,any
172364,162707-362707,162707-762707,any
172368,162710-362710,162710-762710,any
172370,162711-362711,162711-762711,any
172375,162715-362715,162715-762715,any
172401,162740-362740,162740-762740,any
172403,162741-362741,162741-762741,any
172407,162744-362744,162744-762744,any
172415,162751-362751,162751-762751,any
172425,162760-362760,162760-762760,any
172475,162809-362809,162809-762809,any
172479,162812-362812,162812-762812,any
172493,162825-362825,162825-762825,any
172496,162827-362827,162827-762827,any
172498,162828-362828,162828-762828,any
172510,162839-362839,162839-762839,any
172511,162839-362839,162839-762839,any
172538,162865-362865,162865-762865,any
172571,162897-362897,162897-762897,any
172577,162902-362902,162902-762902,any
172579,162903-362903,162903-762903,any
172581,162904-362904,162904-762904,any
172582,162904-362904,162904-762904,any
172612,162933-362933,162933-762933,any
172618,162938-362938,162938-762938,any
172637,162956-362956,162956-762956,any
172652,162970-362970,162970-762970,any
172654,162971-362971,162971-762971,any
172664,162980-362980,162980-762980,any
172666,162981-362981,162981-762981,any
172684,162998-362998,162998-762998,any
172694,163007-363007,163007-763007,any
172695,163007-363007,163007-763007,any
172700,163011-363011,163011-763011,any
172709,163019-363019,163019-763019,any
172714,163023-363023,163023-763023,any
172716,163024-363024,163024-763024,any
172718,163025-363025,163025-763025,any
172722,163028-363028,163028-763028,any
172740,163045-363045,163045-763045,any
172748,163052-363052,163052-763052,any
172755,163058-363058,163058-763058,any
172756,163058-363058,163058-763058,any
172766,163067-363067,163067-763067,any
172815,163115-363115,163115-763115,any
172822,163121-363121,163121-763121,any
172826,163124-363124,163124-763124,any
172828,163125-363125,163125-763125,any
172845,163141-363141,163141-763141,any
172846,163141-363141,163141-763141,any
172855,163149-363149,163149-763149,any
172865,163158-363158,163158-763158,any
172891,163183-363183,163183-763183,any
172893,163184-363184,163184-763184,any
172898,163188-363188,163188-763188,any
172906,163195-363195,163195-763195,any
172907,163195-363195,163195-763195,any
172927,163214-363214,163214-763214,any
172928,163214-363214,163214-763214,any
172942,163227-363227,163227-763227,any
172949,163233-363233,163233-763233,any
172960,163243-363243,163243-763243,any
172962,163244-363244,163244-763244,any
172970,163251-363251,163251-763251,any
172987,163267-363267,163267-763267,any
172991,163270-363270,163270-763270,any
173002,163280-363280,163280-763280,any
173005,163282-363282,163282-763282,any
173020,163296-363296,163296-763296,any
173047,163322-363322,163322-763322,any
173050,163324-363324,163324-763324,any
173051,163324-363324,163324-763324,any
173062,163334-363334,163334-763334,any
173064,163335-363335,163335-763335,any
173090,163360-363360,163360-763360,any
173093,163362-363362,163362-763362,any
173110,163378-363378,163378-763378,any
173115,163382-363382,163382-763382,any
173125,163391-363391,163391-763391,any
173128,163393-363393,163393-763393,any
173175,163439-363439,163439-763439,any
173192,163455-363455,163455-763455,any
173208,163470-363470,163470-763470,any
173212,163473-363473,163473-763473,any
173224,163484-363484,163484-763484,any
173243,163502-363502,163502-763502,any
173248,163506-363506,163506-763506,any
173255,163512-363512,163512-763512,any
173266,163522-363522,163522-763522,any
173271,163526-363526,163526-763526,any
173279,163533-363533,163533-763533,any
173291,163544-363544,163544-763544,any
173296,163548-363548,163548-763548,any
173307,163558-363558,163558-763558,any
173314,163564-363564,163564-763564,any
173316,163565-363565,163565-763565,any
173321,163569-363569,163569-763569,any
173324,163571-363571,163571-763571,any
173350,163596-363596,163596-763596,any
173351,163596-363596,163596-763596,any
173370,163614-363614,163614-763614,any
173382,163625-363625,163625-763625,any
173411,163653-363653,163653-763653,any
173427,163668-363668,163668-763668,any
173476,163716-363716,163716-763716,any
173488,163727-363727,163727-763727,any
173495,163733-363733,163733-763733,any
173497,163734-363734,163734-763734,any
173524,163760-363760,163760-763760,any
173535,163770-363770,163770-763770,any
173542,163776-363776,163776-763776,any
173580,163813-363813,163813-763813,any
173584,163816-363816,163816-763816,any
173585,163816-363816,163816-763816,any
173590,163820-363820,163820-763820,any
173593,163822-363822,163822-763822,any
173601,163829-363829,163829-763829,any
173607,163834-363834,163834-763834,any
173611,163837-363837,163837-763837,any
173613,163838-363838,163838-763838,any
173628,163852-363852,163852-763852,any
173630,163853-363853,163853-763853,any
173631,163853-363853,163853-763853,any
173647,163868-363868,163868-763868,any
173649,163869-363869,163869-763869,any
173652,163871-363871,163871-763871,any
173664,163882-363882,163882-763882,any
173673,163890-363890,163890-763890,any
173674,163890-363890,163890-763890,any
173679,163894-363894,163894-763894,any
173682,163896-363896,163896-763896,any
173704,163917-363917,163917-763917,any
173716,163928-363928,163928-763928,any
173724,163935-363935,163935-763935,any
173728,163938-363938,163938-763938,any
173730,163939-363939,163939-763939,any
173736,163944-363944,163944-763944,any
173754,163961-363961,163961-763961,any
173780,163986-363986,163986-763986,any
173783,163988-363988,163988-763988,any
173796,164000-364000,164000-764000,any
173800,164003-364003,164003-764003,any
173804,164006-364006,164006-764006,any
173806,164007-364007,164007-764007,any
173807,164007-364007,164007-764007,any
173832,164031-364031,164031-764031,any
173839,164037-364037,164037-764037,any
173851,164048-364048,164048-764048,any
173854,164050-364050,164050-764050,any
173858,164053-364053,164053-764053,any
173888,164082-364082,164082-764082,any
173924,164117-364117,164117-764117,any
173927,164119-364119,164119-764119,any
173929,164120-364120,164120-764120,any
173935,164125-364125,164125-764125,any
173938,164127-364127,164127-764127,any
173944,164132-364132,164132-764132,any
173945,164132-364132,164132-764132,any
173960,164146-364146,164146-764146,any
173968,164153-364153,164153-764153,any
173981,164165-364165,164165-764165,any
173987,164170-364170,164170-764170,any
173992,164174-364174,164174-764174,any
173998,164179-364179,164179-764179,any
174018,164198-364198,164198-764198,any
174020,164199-364199,164199-764199,any
174032,164210-364210,164210-764210,any
174040,164217-364217,164217-764217,any
174043,164219-364219,164219-764219,any
174051,164226-364226,164226-764226,any
174056,164230-364230,164230-764230,any
174063,164236-364236,164236-764236,any
174073,164245-364245,164245-764245,any
174090,164261-364261,164261-764261,any
174102,164272-364272,164272-764272,any
174112,164281-364281,164281-764281,any
174120,164288-364288,164288-764288,any
174132,164299-364299,164299-764299,any
174138,164304-364304,164304-764304,any
174147,164312-364312,164312-764312,any
174150,164314-364314,164314-764314,any
174163,164326-364326,164326-764326,any
174171,164333-364333,164333-764333,any
174181,164342-364342,164342-764342,any
174182,164342-364342,164342-764342,any
174189,164348-364348,164348-764348,any
174196,164354-364354,164354-764354,any
174201,164358-364358,164358-764358,any
174202,164358-364358,164358-764358,any
174209,164364-364364,164364-764364,any
174215,164369-364369,164369-764369,any
174216,164369-364369,164369-764369,any
174224,164376-364376,164376-764376,any
174233,164384-364384,164384-764384,any
174242,164392-364392,164392-764392,any
174276,164425-364425,164425-764425,any
174283,164431-364431,164431-764431,any
174295,164442-364442,164442-764442,any
174298,164444-364444,164444-764444,any
174308,164453-364453,164453-764453,any
174309,164453-364453,164453-764453,any
174319,164462-364462,164462-764462,any
174325,164467-364467,164467-764467,any
174327,164468-364468,164468-764468,any
174330,164470-364470,164470-764470,any
174343,164482-364482,164482-764482,any
174351,164489-364489,164489-764489,any
174353,164490-364490,164490-764490,any
174355,164491-364491,164491-764491,any
174368,164503-364503,164503-764503,any
174370,164504-364504,164504-764504,any
174373,164506-364506,164506-764506,any
174386,164518-364518,164518-764518,any
174391,164522-364522,164522-764522,any
174394,164524-364524,164524-764524,any
174395,164524-364524,164524-764524,any
174413,164541-364541,164541-764541,any
174419,164546-364546,164546-764546,any
174421,164547-364547,164547-764547,any
174426,164551-364551,164551-764551,any
174461,164585-364585,164585-764585,any
174463,164586-364586,164586-764586,any
174474,164596-364596,164596-764596,any
174478,164599-364599,164599-764599,any
174486,164606-364606,164606-764606,any
174491,164610-364610,164610-764610,any
174503,164621-364621,164621-764621,any
174515,164632-364632,164632-764632,any
174524,164640-364640,164640-764640,any
174525,164640-364640,164640-764640,any
174533,164647-364647,164647-764647,any
174540,164653-364653,164653-764653,any
174543,164655-364655,164655-764655,any
174545,164656-364656,164656-764656,any
174571,164681-364681,164681-764681,any
174575,164684-364684,164684-764684,any
174592,164700-364700,164700-764700,any
174597,164704-364704,164704-764704,any
174603,164709-364709,164709-764709,any
174626,164731-364731,164731-764731,any
174640,164744-364744,164744-764744,any
174645,164748-364748,164748-764748,any
174655,164757-364757,164757-764757,any
174662,164763-364763,164763-764763,any
174666,164766-364766,164766-764766,any
174675,164774-364774,164774-764774,any
174684,164782-364782,164782-764782,any
174685,164782-364782,164782-764782,any
174693,164789-364789,164789-764789,any
174695,164790-364790,164790-764790,any
174702,164796-364796,164796-764796,any
174704,164797-364797,164797-764797,any
174711,164803-364803,164803-764803,any
174714,164805-364805,164805-764805,any
174717,164807-364807,164807-764807,any
174732,164821-364821,164821-764821,any
174744,164832-364832,164832-764832,any
174752,164839-364839,164839-764839,any
174754,164840-364840,164840-764840,any
174760,164845-364845,164845-764845,any
174767,164851-364851,164851-764851,any
174788,164871-364871,164871-764871,any
174789,164871-364871,164871-764871,any
174794,164875-364875,164875-764875,any
174824,164904-364904,164904-764904,any
174826,164905-364905,164905-764905,any
174829,164907-364907,164907-764907,any
174844,164921-364921,164921-764921,any
174855,164931-364931,164931-764931,any
174856,164931-364931,164931-764931,any
174864,164938-364938,164938-764938,any
174865,164938-364938,164938-764938,any
174871,164943-364943,164943-764943,any
174887,164958-364958,164958-764958,any
174904,164974-364974,164974-764974,any
174907,164976-364976,164976-764976,any
174912,164980-364980,164980-764980,any
174921,164988-364988,164988-764988,any
174924,164990-364990,164990-764990,any
174926,164991-364991,164991-764991,any
174938,165002-365002,165002-765002,any
174964,165027-365027,165027-765027,any
174975,165037-365037,165037-765037,any
174981,165042-365042,165042-765042,any
174995,165055-365055,165055-765055,any
175017,165076-365076,165076-765076,any
175023,165081-365081,165081-765081,any
175024,165081-365081,165081-765081,any
175029,165085-365085,165085-765085,any
175032,165087-365087,165087-765087,any
175034,165088-365088,165088-765088,any
175044,165097-365097,165097-765097,any
175052,165104-365104,165104-765104,any
175057,165108-365108,165108-765108,any
175069,165119-365119,165119-765119,any
175070,165119-365119,165119-765119,any
175071,165119-365119,165119-765119,any
175081,165128-365128,165128-765128,any
175083,165129-365129,165129-765129,any
175109,165154-365154,165154-765154,any
175120,165164-365164,165164-765164,any
175127,165170-365170,165170-765170,any
175128,165170-365170,165170-765170,any
175130,165171-365171,165171-765171,any
175133,165173-365173,165173-765173,any
175149,165188-365188,165188-765188,any
175166,165204-365204,165204-765204,any
175183,165220-365220,165220-765220,any
175202,165238-365238,165238-765238,any
175221,165256-365256,165256-765256,any
175224,165258-365258,165258-765258,any
175232,165265-365265,165265-765265,any
175246,165278-365278,165278-765278,any
175254,165285-365285,165285-765285,any
175255,165285-365285,165285-765285,any
175262,165291-365291,165291-765291,any
175266,165294-365294,165294-765294,any
175273,165300-365300,165300-765300,any
175290,165316-365316,165316-765316,any
175304,165329-365329,165329-765329,any
175325,165349-365349,165349-765349,any
175331,165354-365354,165354-765354,any
175339,165361-365361,165361-765361,any
175343,165364-365364,165364-765364,any
175360,165380-365380,165380-765380,any
175370,165389-365389,165389-765389,any
175374,165392-365392,165392-765392,any
175387,165404-365404,165404-765404,any
175390,165406-365406,165406-765406,any
175398,165413-365413,165413-765413,any
175406,165420-365420,165420-765420,any
175412,165425-365425,165425-765425,any
175413,165425-365425,165425-765425,any
175424,165435-365435,165435-765435,any
175428,165438-365438,165438-765438,any
175431,165440-365440,165440-765440,any
175441,165449-365449,165449-765449,any
175444,165451-365451,165451-765451,any
175456,165462-365462,165462-765462,any
175465,165470-365470,165470-765470,any
175479,165483-365483,165483-765483,any
175485,165488-365488,165488-765488,any
175491,165493-365493,165493-765493,any
175495,165496-365496,165496-765496,any
175499,165499-365499,165499-765499,any
175502,165501-365501,165501-765501,any
175507,165505-365505,165505-765505,any
175509,165506-365506,165506-765506,any
175515,165511-365511,165511-765511,any
175526,165521-365521,165521-765521,any
175534,165528-365528,165528-765528,any
175537,165530-365530,165530-765530,any
175540,165532-365532,165532-765532,any
175548,165539-365539,165539-765539,any
175552,165542-365542,165542-765542,any
175558,165547-365547,165547-765547,any
175586,165574-365574,165574-765574,any
175587,165574-365574,165574-765574,any
175594,165580-365580,165580-765580,any
175614,165599-365599,165599-765599,any
175622,165606-365606,165606-765606,any
175625,165608-365608,165608-765608,any
175641,165623-365623,165623-765623,any
175642,165623-365623,165623-765623,any
175643,165623-365623,165623-765623,any
175648,165627-365627,165627-765627,any
175652,165630-365630,165630-765630,any
175653,165630-365630,165630-765630,any
175669,165645-365645,165645-765645,any
175674,165649-365649,165649-765649,any
175681,165655-365655,165655-765655,any
175686,165659-365659,165659-765659,any
175689,165661-365661,165661-765661,any
175696,165667-365667,165667-765667,any
175697,165667-365667,165667-765667,any
175710,165679-365679,165679-765679,any
175714,165682-365682,165682-765682,any
175715,165682-365682,165682-765682,any
175720,165686-365686,165686-765686,any
175732,165697-365697,165697-765697,any
175738,165702-365702,165702-765702,any
175750,165713-365713,165713-765713,any
175754,165716-365716,165716-765716,any
175759,165720-365720,165720-765720,any
175761,165721-365721,165721-765721,any
175769,165728-365728,165728-765728,any
175777,165735-365735,165735-765735,any
175778,165735-365735,165735-765735,any
175789,165745-365745,165745-765745,any
175796,165751-365751,165751-765751,any
175800,165754-365754,165754-765754,any
175804,165757-365757,165757-765757,any
175820,165772-365772,165772-765772,any
175821,165772-365772,165772-765772,any
175837,165787-365787,165787-765787,any
175856,165805-365805,165805-765805,any
175873,165821-365821,165821-765821,any
175878,165825-365825,165825-765825,any
175883,165829-365829,165829-765829,any
175891,165836-365836,165836-765836,any
175897,165841-365841,165841-765841,any
175912,165855-365855,165855-765855,any
175925,165867-365867,165867-765867,any
175931,165872-365872,165872-765872,any
175935,165875-365875,165875-765875,any
175942,165881-365881,165881-765881,any
175943,165881-365881,165881-765881,any
175958,165895-365895,165895-765895,any
175964,165900-365900,165900-765900,any
175972,165907-365907,165907-765907,any
175985,165919-365919,165919-765919,any
175987,165920-365920,165920-765920,any
175990,165922-365922,165922-765922,any
175999,165930-365930,165930-765930,any
176008,165938-365938,165938-765938,any
176011,165940-365940,165940-765940,any
176012,165940-365940,165940-765940,any
176014,165941-365941,165941-765941,any
176017,165943-365943,165943-765943,any
176026,165951-365951,165951-765951,any
176027,165951-365951,165951-765951,any
176037,165960-365960,165960-765960,any
176046,165968-365968,165968-765968,any
176047,165968-365968,165968-765968,any
176050,165970-365970,165970-765970,any
176059,165978-365978,165978-765978,any
176063,165981-365981,165981-765981,any
176069,165986-365986,165986-765986,any
176073,165989-365989,165989-765989,any
176077,165992-365992,165992-765992,any
176079,165993-365993,165993-765993,any
176101,166014-366014,166014-766014,any
176117,166029-366029,166029-766029,any
176118,166029-366029,166029-766029,any
176123,166033-366033,166033-766033,any
176134,166043-366043,166043-766043,any
176137,166045-366045,166045-766045,any
176138,166045-366045,166045-766045,any
176140,166046-366046,166046-766046,any
176146,166051-366051,166051-766051,any
176157,166061-366061,166061-766061,any
176162,166065-366065,166065-766065,any
176175,166077-366077,166077-766077,any
176178,166079-366079,166079-766079,any
176185,166085-366085,166085-766085,any
176186,166085-366085,166085-766085,any
176189,166087-366087,166087-766087,any
176227,166124-366124,166124-766124,any
176239,166135-366135,166135-766135,any
176240,166135-366135,166135-766135,any
176244,166138-366138,166138-766138,any
176253,166146-366146,166146-766146,any
176262,166154-366154,166154-766154,any
176270,166161-366161,166161-766161,any
176279,166169-366169,166169-766169,any
176280,166169-366169,166169-766169,any
176285,166173-366173,166173-766173,any
176286,166173-366173,166173-766173,any
176293,166179-366179,166179-766179,any
176296,166181-366181,166181-766181,any
176317,166201-366201,166201-766201,any
176319,166202-366202,166202-766202,any
176321,166203-366203,166203-766203,any
176335,166216-366216,166216-766216,any
176341,166221-366221,166221-766221,any
176356,166235-366235,166235-766235,any
176357,166235-366235,166235-766235,any
176360,166237-366237,166237-766237,any
176389,166265-366265,166265-766265,any
176410,166285-366285,166285-766285,any
176452,166326-366326,166326-766326,any
176458,166331-366331,166331-766331,any
176467,166339-366339,166339-766339,any
176469,166340-366340,166340-766340,any
176486,166356-366356,166356-766356,any
176493,166362-366362,166362-766362,any
176514,166382-366382,166382-766382,any
176520,166387-366387,166387-766387,any
176544,166410-366410,166410-766410,any
176552,166417-366417,166417-766417,any
176557,166421-366421,166421-766421,any
176570,166433-366433,166433-766433,any
176580,166442-366442,166442-766442,any
176602,166463-366463,166463-766463,any
176609,166469-366469,166469-766469,any
176616,166475-366475,166475-766475,any
176634,166492-366492,166492-766492,any
176647,166504-366504,166504-766504,any
176648,166504-366504,166504-766504,any
176657,166512-366512,166512-766512,any
176663,166517-366517,166517-766517,any
176673,166526-366526,166526-766526,any
176681,166533-366533,166533-766533,any
176683,166534-366534,166534-766534,any
176684,166534-366534,166534-766534,any
176689,166538-366538,166538-766538,any
176690,166538-366538,166538-766538,any
176696,166543-366543,166543-766543,any
176711,166557-366557,166557-766557,any
176716,166561-366561,166561-766561,any
176723,166567-366567,166567-766567,any
176724,166567-366567,166567-766567,any
176727,166569-366569,166569-766569,any
176729,166570-366570,166570-766570,any
176731,166571-366571,166571-766571,any
176732,166571-366571,166571-766571,any
176751,166589-366589,166589-766589,any
176753,166590-366590,166590-766590,any
176756,166592-366592,166592-766592,any
176760,166595-366595,166595-766595,any
176761,166595-366595,166595-766595,any
176795,166628-366628,166628-766628,any
176796,166628-366628,166628-766628,any
176810,166641-366641,166641-766641,any
176811,166641-366641,166641-766641,any
176813,166642-366642,166642-766642,any
176814,166642-366642,166642-766642,any
176831,166658-366658,166658-766658,any
176836,166662-366662,166662-766662,any
176839,166664-366664,166664-766664,any
176862,166686-366686,166686-766686,any
176863,166686-366686,166686-766686,any
176867,166689-366689,166689-766689,any
176871,166692-366692,166692-766692,any
176893,166713-366713,166713-766713,any
176897,166716-366716,166716-766716,any
176900,166718-366718,166718-766718,any
176904,166721-366721,166721-766721,any
176917,166733-366733,166733-766733,any
176924,166739-366739,166739-766739,any
176931,166745-366745,166745-766745,any
176949,166762-366762,166762-766762,any
176965,166777-366777,166777-766777,any
176967,166778-366778,166778-766778,any
176969,166779-366779,166779-766779,any
176972,166781-366781,166781-766781,any
176981,166789-366789,166789-766789,any
176986,166793-366793,166793-766793,any
176992,166798-366798,166798-766798,any
176998,166803-366803,166803-766803,any
177017,166821-366821,166821-766821,any
177018,166821-366821,166821-766821,any
177027,166829-366829,166829-766829,any
177035,166836-366836,166836-766836,any
177057,166857-366857,166857-766857,any
177064,166863-366863,166863-766863,any
177072,166870-366870,166870-766870,any
177075,166872-366872,166872-766872,any
177083,166879-366879,166879-766879,any
177087,166882-366882,166882-766882,any
177102,166896-366896,166896-766896,any
177107,166900-366900,166900-766900,any
177114,166906-366906,166906-766906,any
177119,166910-366910,166910-766910,any
177120,166910-366910,166910-766910,any
177121,166910-366910,166910-766910,any
177125,166913-366913,166913-766913,any
177147,166934-366934,166934-766934,any
177154,166940-366940,166940-766940,any
177163,166948-366948,166948-766948,any
177181,166965-366965,166965-766965,any
177189,166972-366972,166972-766972,any
177199,166981-366981,166981-766981,any
177211,166992-366992,166992-766992,any
177212,166992-366992,166992-766992,any
177216,166995-366995,166995-766995,any
177226,167004-367004,167004-767004,any
177240,167017-367017,167017-767017,any
177265,167041-367041,167041-767041,any
177271,167046-367046,167046-767046,any
177273,167047-367047,167047-767047,any
177277,167050-367050,167050-767050,any
177285,167057-367057,167057-767057,any
177287,167058-367058,167058-767058,any
177295,167065-367065,167065-767065,any
177304,167073-367073,167073-767073,any
177305,167073-367073,167073-767073,any
177307,167074-367074,167074-767074,any
177331,167097-367097,167097-767097,any
177351,167116-367116,167116-767116,any
177366,167130-367130,167130-767130,any
177368,167131-367131,167131-767131,any
177374,167136-367136,167136-767136,any
177380,167141-367141,167141-767141,any
177387,167147-367147,167147-767147,any
177398,167157-367157,167157-767157,any
177407,167165-367165,167165-767165,any
177408,167165-367165,167165-767165,any
177413,167169-367169,167169-767169,any
177420,167175-367175,167175-767175,any
177426,167180-367180,167180-767180,any
177437,167190-367190,167190-767190,any
177457,167209-367209,167209-767209,any
177465,167216-367216,167216-767216,any
177482,167232-367232,167232-767232,any
177484,167233-367233,167233-767233,any
177487,167235-367235,167235-767235,any
177499,167246-367246,167246-767246,any
177522,167268-367268,167268-767268,any
177526,167271-367271,167271-767271,any
177531,167275-367275,167275-767275,any
177543,167286-367286,167286-767286,any
177550,167292-367292,167292-767292,any
177566,167307-367307,167307-767307,any
177578,167318-367318,167318-767318,any
177595,167334-367334,167334-767334,any
177596,167334-367334,167334-767334,any
177599,167336-367336,167336-767336,any
177616,167352-367352,167352-767352,any
177625,167360-367360,167360-767360,any
177629,167363-367363,167363-767363,any
177633,167366-367366,167366-767366,any
177639,167371-367371,167371-767371,any
177647,167378-367378,167378-767378,any
177648,167378-367378,167378-767378,any
177651,167380-367380,167380-767380,any
177665,167393-367393,167393-767393,any
177669,167396-367396,167396-767396,any
177675,167401-367401,167401-767401,any
177705,167430-367430,167430-767430,any
177711,167435-367435,167435-767435,any
177720,167443-367443,167443-767443,any
177722,167444-367444,167444-767444,any
177727,167448-367448,167448-767448,any
177728,167448-367448,167448-767448,any
177733,167452-367452,167452-767452,any
177761,167479-367479,167479-767479,any
177769,167486-367486,167486-767486,any
177773,167489-367489,167489-767489,any
177775,167490-367490,167490-767490,any
177783,167497-367497,167497-767497,any
177787,167500-367500,167500-767500,any
177791,167503-367503,167503-767503,any
177792,167503-367503,167503-767503,any
177794,167504-367504,167504-767504,any
177810,167519-367519,167519-767519,any
177824,167532-367532,167532-767532,any
177825,167532-367532,167532-767532,any
177828,167534-367534,167534-767534,any
177839,167544-367544,167544-767544,any
177858,167562-367562,167562-767562,any
177895,167598-367598,167598-767598,any
177896,167598-367598,167598-767598,any
177902,167603-367603,167603-767603,any
177905,167605-367605,167605-767605,any
177906,167605-367605,167605-767605,any
177907,167605-367605,167605-767605,any
177916,167613-367613,167613-767613,any
177927,167623-367623,167623-767623,any
177929,167624-367624,167624-767624,any
177937,167631-367631,167631-767631,any
177945,167638-367638,167638-767638,any
177951,167643-367643,167643-767643,any
177955,167646-367646,167646-767646,any
177974,167664-367664,167664-767664,any
177989,167678-367678,167678-767678,any
177995,167683-367683,167683-767683,any
178002,167689-367689,167689-767689,any
178013,167699-367699,167699-767699,any
178025,167710-367710,167710-767710,any
178033,167717-367717,167717-767717,any
178037,167720-367720,167720-767720,any
178050,167732-367732,167732-767732,any
178054,167735-367735,167735-767735,any
178074,167754-367754,167754-767754,any
178100,167779-367779,167779-767779,any
178107,167785-367785,167785-767785,any
178109,167786-367786,167786-767786,any
178120,167796-367796,167796-767796,any
178134,167809-367809,167809-767809,any
178136,167810-367810,167810-767810,any
178140,167813-367813,167813-767813,any
178142,167814-367814,167814-767814,any
178147,167818-367818,167818-767818,any
178202,167872-367872,167872-767872,any
178207,167876-367876,167876-767876,any
178215,167883-367883,167883-767883,any
178222,167889-367889,167889-767889,any
178241,167907-367907,167907-767907,any
178244,167909-367909,167909-767909,any
178249,167913-367913,167913-767913,any
178251,167914-367914,167914-767914,any
178255,167917-367917,167917-767917,any
178272,167933-367933,167933-767933,any
178295,167955-367955,167955-767955,any
178309,167968-367968,167968-767968,any
178312,167970-367970,167970-767970,any
178319,167976-367976,167976-767976,any
178322,167978-367978,167978-767978,any
178326,167981-367981,167981-767981,any
178341,167995-367995,167995-767995,any
178344,167997-367997,167997-767997,any
178353,168005-368005,168005-768005,any
178356,168007-368007,168007-768007,any
178370,168020-368020,168020-768020,any
178383,168032-368032,168032-768032,any
178385,168033-368033,168033-768033,any
178390,168037-368037,168037-768037,any
178416,168062-368062,168062-768062,any
178417,168062-368062,168062-768062,any
178421,168065-368065,168065-768065,any
178429,168072-368072,168072-768072,any
178431,168073-368073,168073-768073,any
178449,168090-368090,168090-768090,any
178469,168109-368109,168109-768109,any
178470,168109-368109,168109-768109,any
178472,168110-368110,168110-768110,any
178478,168115-368115,168115-768115,any
178487,168123-368123,168123-768123,any
178489,168124-368124,168124-768124,any
178505,168139-368139,168139-768139,any
178506,168139-368139,168139-768139,any
178510,168142-368142,168142-768142,any
178517,168148-368148,168148-768148,any
178530,168160-368160,168160-768160,any
178537,168166-368166,168166-768166,any
178551,168179-368179,168179-768179,any
178556,168183-368183,168183-768183,any
178564,168190-368190,168190-768190,any
178587,168212-368212,168212-768212,any
178596,168220-368220,168220-768220,any
178615,168238-368238,168238-768238,any
178623,168245-368245,168245-768245,any
178628,168249-368249,168249-768249,any
178644,168264-368264,168264-768264,any
178649,168268-368268,168268-768268,any
178660,168278-368278,168278-768278,any
178665,168282-368282,168282-768282,any
178686,168302-368302,168302-768302,any
178688,168303-368303,168303-768303,any
178709,168323-368323,168323-768323,any
178724,168337-368337,168337-768337,any
178745,168357-368357,168357-768357,any
178749,168360-368360,168360-768360,any
178764,168374-368374,168374-768374,any
178771,168380-368380,168380-768380,any
178778,168386-368386,168386-768386,any
178780,168387-368387,168387-768387,any
178792,168398-368398,168398-768398,any
178811,168416-368416,168416-768416,any
178815,168419-368419,168419-768419,any
178818,168421-368421,168421-768421,any
178829,168431-368431,168431-768431,any
178835,168436-368436,168436-768436,any
178841,168441-368441,168441-768441,any
178843,168442-368442,168442-768442,any
178866,168464-368464,168464-768464,any
178915,168512-368512,168512-768512,any
178922,168518-368518,168518-768518,any
178931,168526-368526,168526-768526,any
178934,168528-368528,168528-768528,any
178946,168539-368539,168539-768539,any
178948,168540-368540,168540-768540,any
178951,168542-368542,168542-768542,any
178953,168543-368543,168543-768543,any
178960,168549-368549,168549-768549,any
178976,168564-368564,168564-768564,any
178983,168570-368570,168570-768570,any
179008,168594-368594,168594-768594,any
179010,168595-368595,168595-768595,any
179013,168597-368597,168597-768597,any
179016,168599-368599,168599-768599,any
179048,168630-368630,168630-768630,any
179059,168640-368640,168640-768640,any
179088,168668-368668,168668-768668,any
179112,168691-368691,168691-768691,any
179117,168695-368695,168695-768695,any
179135,168712-368712,168712-768712,any
179136,168712-368712,168712-768712,any
179137,168712-368712,168712-768712,any
179171,168745-368745,168745-768745,any
179186,168759-368759,168759-768759,any
179203,168775-368775,168775-768775,any
179262,168833-368833,168833-768833,any
179271,168841-368841,168841-768841,any
179285,168854-368854,168854-768854,any
179291,168859-368859,168859-768859,any
179313,168880-368880,168880-768880,any
179314,168880-368880,168880-768880,any
179319,168884-368884,168884-768884,any
179337,168901-368901,168901-768901,any
179352,168915-368915,168915-768915,any
179358,168920-368920,168920-768920,any
179378,168939-368939,168939-768939,any
179400,168960-368960,168960-768960,any
